Student,College,Honours,Program,Program Code,Faculty,學院
WS 3,WS,3,Statistics,STAT,Faculty of Science,理學院
UC 4,UC,4,Statistics,STAT,Faculty of Science,理學院
UC 4,UC,4,Statistics,STAT,Faculty of Science,理學院
UC 2,UC,2,Statistics,STAT,Faculty of Science,理學院
UC 4,UC,4,Statistics,STAT,Faculty of Science,理學院
UC 3,UC,3,Statistics,STAT,Faculty of Science,理學院
WS 4,WS,4,Statistics,STAT,Faculty of Science,理學院
YS 3,YS,3,Statistics,STAT,Faculty of Science,理學院
SC 4,SC,4,Statistics,STAT,Faculty of Science,理學院
UC 2,UC,2,Statistics,STAT,Faculty of Science,理學院
SC 3,SC,3,Statistics,STAT,Faculty of Science,理學院
SC 3,SC,3,Statistics,STAT,Faculty of Science,理學院
SC 3,SC,3,Statistics,STAT,Faculty of Science,理學院
UC 3,UC,3,Statistics,STAT,Faculty of Science,理學院
NA 3,NA,3,Statistics,STAT,Faculty of Science,理學院
SH 3,SH,3,Statistics,STAT,Faculty of Science,理學院
CC 3,CC,3,Statistics,STAT,Faculty of Science,理學院
NA 2,NA,2,Statistics,STAT,Faculty of Science,理學院
NA 2,NA,2,Statistics,STAT,Faculty of Science,理學院
UC 3,UC,3,Statistics,STAT,Faculty of Science,理學院
YS 3,YS,3,Statistics,STAT,Faculty of Science,理學院
SC 3,SC,3,Statistics,STAT,Faculty of Science,理學院
CC 2,CC,2,Statistics,STAT,Faculty of Science,理學院
NA 3,NA,3,Statistics,STAT,Faculty of Science,理學院
WS 2,WS,2,Statistics,STAT,Faculty of Science,理學院
WS 2,WS,2,Statistics,STAT,Faculty of Science,理學院
NA 4,NA,4,Statistics,STAT,Faculty of Science,理學院
UC 2,UC,2,Statistics,STAT,Faculty of Science,理學院
NA 2,NA,2,Statistics,STAT,Faculty of Science,理學院
CC 3,CC,3,Statistics,STAT,Faculty of Science,理學院
SC 2,SC,2,Statistics,STAT,Faculty of Science,理學院
NA 2,NA,2,Statistics,STAT,Faculty of Science,理學院
WS 3,WS,3,Statistics,STAT,Faculty of Science,理學院
UC 2,UC,2,Statistics,STAT,Faculty of Science,理學院
SC 4,SC,4,Statistics,STAT,Faculty of Science,理學院
YS 1,YS,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
SC 1,SC,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
YS 1,YS,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
WS 1,WS,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
WS 1,WS,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
NA 1,NA,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
NA 1,NA,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
CC 1,CC,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
UC 1,UC,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
CC 1,CC,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
YS 1,YS,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
WS 1,WS,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
NA 1,NA,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
SC 1,SC,1,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
YS 2,YS,2,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
NA 2,NA,2,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
WS 2,WS,2,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
CC 2,CC,2,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
SC 2,SC,2,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
CC 2,CC,2,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
UC 2,UC,2,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
MC 2,MC,2,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
UC 3,UC,3,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
SC 2,SC,2,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
MC 3,MC,3,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
CC 2,CC,2,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
CC 2,CC,2,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
WS 3,WS,3,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
WS 2,WS,2,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
NA 2,NA,2,Global Economics & Finance,GLEF,Faculty of Social Science,社會科學院
NA 1,NA,1,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
CC 1,CC,1,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
CC 1,CC,1,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
UC 1,UC,1,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
CC 1,CC,1,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
MC 1,MC,1,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
WS 1,WS,1,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SC 2,SC,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
CC 3,CC,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SC 3,SC,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
WS 2,WS,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SC 2,SC,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
CC 4,CC,4,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
NA 2,NA,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
NA 2,NA,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SC 2,SC,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SC 2,SC,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SH 2,SH,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SH 2,SH,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
MC 2,MC,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
UC 2,UC,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SH 2,SH,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SH 2,SH,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
CC 3,CC,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
CC 4,CC,4,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
UC 2,UC,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
NA 3,NA,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
WS 4,WS,4,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SC 3,SC,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
UC 2,UC,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SC 4,SC,4,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
UC 3,UC,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
CC 2,CC,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SC 3,SC,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
CC 3,CC,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SC 3,SC,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
NA 2,NA,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
NA 2,NA,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
NA 3,NA,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SC 2,SC,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
WS 2,WS,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
WS 2,WS,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SC 3,SC,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
WS 3,WS,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
YS 3,YS,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
NA 2,NA,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
SC 3,SC,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
UC 3,UC,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
NA 3,NA,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
YS 2,YS,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
UC 2,UC,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
YS 2,YS,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
CC 3,CC,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
UC 2,UC,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
WS 3,WS,3,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
WS 2,WS,2,Architectural Studies,ARCH,Faculty of Social Science,社會科學院
UC 1,UC,1,Economics,ECON,Faculty of Social Science,社會科學院
CC 1,CC,1,Economics,ECON,Faculty of Social Science,社會科學院
NA 1,NA,1,Economics,ECON,Faculty of Social Science,社會科學院
NA 1,NA,1,Economics,ECON,Faculty of Social Science,社會科學院
NA 1,NA,1,Economics,ECON,Faculty of Social Science,社會科學院
UC 1,UC,1,Economics,ECON,Faculty of Social Science,社會科學院
UC 1,UC,1,Economics,ECON,Faculty of Social Science,社會科學院
SC 1,SC,1,Economics,ECON,Faculty of Social Science,社會科學院
NA 1,NA,1,Economics,ECON,Faculty of Social Science,社會科學院
UC 1,UC,1,Economics,ECON,Faculty of Social Science,社會科學院
SC 1,SC,1,Economics,ECON,Faculty of Social Science,社會科學院
SC 1,SC,1,Economics,ECON,Faculty of Social Science,社會科學院
NA 1,NA,1,Economics,ECON,Faculty of Social Science,社會科學院
NA 1,NA,1,Economics,ECON,Faculty of Social Science,社會科學院
CC 1,CC,1,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
SC 2,SC,2,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
YS 3,YS,3,Economics,ECON,Faculty of Social Science,社會科學院
SC 4,SC,4,Economics,ECON,Faculty of Social Science,社會科學院
CC 4,CC,4,Economics,ECON,Faculty of Social Science,社會科學院
YS 2,YS,2,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
SC 3,SC,3,Economics,ECON,Faculty of Social Science,社會科學院
WS 3,WS,3,Economics,ECON,Faculty of Social Science,社會科學院
UC 3,UC,3,Economics,ECON,Faculty of Social Science,社會科學院
WS 2,WS,2,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
SC 2,SC,2,Economics,ECON,Faculty of Social Science,社會科學院
NA 4,NA,4,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
SC 2,SC,2,Economics,ECON,Faculty of Social Science,社會科學院
WS 3,WS,3,Economics,ECON,Faculty of Social Science,社會科學院
MC 2,MC,2,Economics,ECON,Faculty of Social Science,社會科學院
CC 4,CC,4,Economics,ECON,Faculty of Social Science,社會科學院
YS 3,YS,3,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
SC 2,SC,2,Economics,ECON,Faculty of Social Science,社會科學院
CC 3,CC,3,Economics,ECON,Faculty of Social Science,社會科學院
NA 2,NA,2,Economics,ECON,Faculty of Social Science,社會科學院
SC 3,SC,3,Economics,ECON,Faculty of Social Science,社會科學院
NA 2,NA,2,Economics,ECON,Faculty of Social Science,社會科學院
MC 3,MC,3,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
NA 2,NA,2,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
CC 3,CC,3,Economics,ECON,Faculty of Social Science,社會科學院
CC 2,CC,2,Economics,ECON,Faculty of Social Science,社會科學院
SC 2,SC,2,Economics,ECON,Faculty of Social Science,社會科學院
MC 4,MC,4,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
CC 3,CC,3,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
NA 2,NA,2,Economics,ECON,Faculty of Social Science,社會科學院
WS 3,WS,3,Economics,ECON,Faculty of Social Science,社會科學院
WS 3,WS,3,Economics,ECON,Faculty of Social Science,社會科學院
YS 2,YS,2,Economics,ECON,Faculty of Social Science,社會科學院
CC 2,CC,2,Economics,ECON,Faculty of Social Science,社會科學院
YS 2,YS,2,Economics,ECON,Faculty of Social Science,社會科學院
YS 3,YS,3,Economics,ECON,Faculty of Social Science,社會科學院
SC 2,SC,2,Economics,ECON,Faculty of Social Science,社會科學院
CC 2,CC,2,Economics,ECON,Faculty of Social Science,社會科學院
SC 2,SC,2,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
YS 2,YS,2,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
NA 2,NA,2,Economics,ECON,Faculty of Social Science,社會科學院
NA 4,NA,4,Economics,ECON,Faculty of Social Science,社會科學院
CC 2,CC,2,Economics,ECON,Faculty of Social Science,社會科學院
WS 4,WS,4,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
CC 2,CC,2,Economics,ECON,Faculty of Social Science,社會科學院
MC 4,MC,4,Economics,ECON,Faculty of Social Science,社會科學院
YS 3,YS,3,Economics,ECON,Faculty of Social Science,社會科學院
CC 3,CC,3,Economics,ECON,Faculty of Social Science,社會科學院
SC 2,SC,2,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
CW 3,CW,3,Economics,ECON,Faculty of Social Science,社會科學院
SC 2,SC,2,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
SC 3,SC,3,Economics,ECON,Faculty of Social Science,社會科學院
SC 2,SC,2,Economics,ECON,Faculty of Social Science,社會科學院
SC 2,SC,2,Economics,ECON,Faculty of Social Science,社會科學院
YS 3,YS,3,Economics,ECON,Faculty of Social Science,社會科學院
CW 3,CW,3,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
UC 4,UC,4,Economics,ECON,Faculty of Social Science,社會科學院
NA 4,NA,4,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
NA 2,NA,2,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
SC 3,SC,3,Economics,ECON,Faculty of Social Science,社會科學院
CC 2,CC,2,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
WS 2,WS,2,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
NA 2,NA,2,Economics,ECON,Faculty of Social Science,社會科學院
SC 2,SC,2,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
NA 2,NA,2,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
CC 2,CC,2,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
UC 4,UC,4,Economics,ECON,Faculty of Social Science,社會科學院
NA 3,NA,3,Economics,ECON,Faculty of Social Science,社會科學院
WS 3,WS,3,Economics,ECON,Faculty of Social Science,社會科學院
UC 3,UC,3,Economics,ECON,Faculty of Social Science,社會科學院
NA 2,NA,2,Economics,ECON,Faculty of Social Science,社會科學院
SC 4,SC,4,Economics,ECON,Faculty of Social Science,社會科學院
UC 2,UC,2,Economics,ECON,Faculty of Social Science,社會科學院
UC 1,UC,1,Gender Studies,GDRS,Faculty of Social Science,社會科學院
CC 1,CC,1,Gender Studies,GDRS,Faculty of Social Science,社會科學院
SC 1,SC,1,Gender Studies,GDRS,Faculty of Social Science,社會科學院
CC 1,CC,1,Gender Studies,GDRS,Faculty of Social Science,社會科學院
NA 1,NA,1,Gender Studies,GDRS,Faculty of Social Science,社會科學院
CC 1,CC,1,Gender Studies,GDRS,Faculty of Social Science,社會科學院
UC 1,UC,1,Gender Studies,GDRS,Faculty of Social Science,社會科學院
SC 3,SC,3,Gender Studies,GDRS,Faculty of Social Science,社會科學院
UC 2,UC,2,Gender Studies,GDRS,Faculty of Social Science,社會科學院
CC 2,CC,2,Gender Studies,GDRS,Faculty of Social Science,社會科學院
SC 2,SC,2,Gender Studies,GDRS,Faculty of Social Science,社會科學院
SC 2,SC,2,Gender Studies,GDRS,Faculty of Social Science,社會科學院
SC 2,SC,2,Gender Studies,GDRS,Faculty of Social Science,社會科學院
UC 4,UC,4,Gender Studies,GDRS,Faculty of Social Science,社會科學院
NA 2,NA,2,Gender Studies,GDRS,Faculty of Social Science,社會科學院
UC 2,UC,2,Gender Studies,GDRS,Faculty of Social Science,社會科學院
CC 2,CC,2,Gender Studies,GDRS,Faculty of Social Science,社會科學院
CC 2,CC,2,Gender Studies,GDRS,Faculty of Social Science,社會科學院
SC 2,SC,2,Gender Studies,GDRS,Faculty of Social Science,社會科學院
UC 2,UC,2,Gender Studies,GDRS,Faculty of Social Science,社會科學院
NA 2,NA,2,Gender Studies,GDRS,Faculty of Social Science,社會科學院
UC 2,UC,2,Gender Studies,GDRS,Faculty of Social Science,社會科學院
YS 1,YS,1,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 1,UC,1,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 1,UC,1,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 1,UC,1,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 1,UC,1,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
WS 1,WS,1,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
CC 1,CC,1,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 1,UC,1,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
NA 1,NA,1,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
NA 1,NA,1,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
CC 2,CC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
CC 3,CC,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
NA 2,NA,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
CC 2,CC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
SC 2,SC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
YS 2,YS,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
WS 3,WS,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
WS 3,WS,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 3,UC,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
CC 3,CC,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
NA 2,NA,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
NA 3,NA,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
CC 3,CC,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
WS 2,WS,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
CC 2,CC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
SC 3,SC,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
SC 2,SC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
NA 2,NA,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
YS 2,YS,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
NA 2,NA,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
CC 2,CC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
SC 2,SC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 3,UC,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
CC 3,CC,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 2,UC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
NA 2,NA,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
WS 2,WS,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 2,UC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
SC 3,SC,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
NA 2,NA,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
SC 2,SC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
CC 2,CC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
YS 3,YS,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
SC 3,SC,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 2,UC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
WS 2,WS,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
SC 3,SC,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
WS 3,WS,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 3,UC,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
NA 2,NA,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
CC 3,CC,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
CC 3,CC,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
WS 3,WS,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
SC 2,SC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 2,UC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 2,UC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
UC 2,UC,2,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
NA 3,NA,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
NA 3,NA,3,Geography and Resource Management,GRMD,Faculty of Social Science,社會科學院
NA 1,NA,1,Global Communication,GCOM,Faculty of Social Science,社會科學院
UC 1,UC,1,Global Communication,GCOM,Faculty of Social Science,社會科學院
CC 1,CC,1,Global Communication,GCOM,Faculty of Social Science,社會科學院
YS 1,YS,1,Global Communication,GCOM,Faculty of Social Science,社會科學院
UC 1,UC,1,Global Communication,GCOM,Faculty of Social Science,社會科學院
MC 1,MC,1,Global Communication,GCOM,Faculty of Social Science,社會科學院
WS 1,WS,1,Global Communication,GCOM,Faculty of Social Science,社會科學院
WS 1,WS,1,Global Communication,GCOM,Faculty of Social Science,社會科學院
SC 2,SC,2,Global Communication,GCOM,Faculty of Social Science,社會科學院
UC 2,UC,2,Global Communication,GCOM,Faculty of Social Science,社會科學院
NA 2,NA,2,Global Communication,GCOM,Faculty of Social Science,社會科學院
YS 2,YS,2,Global Communication,GCOM,Faculty of Social Science,社會科學院
SC 2,SC,2,Global Communication,GCOM,Faculty of Social Science,社會科學院
CC 2,CC,2,Global Communication,GCOM,Faculty of Social Science,社會科學院
CC 1,CC,1,Global Studies,GLSD,Faculty of Social Science,社會科學院
CC 1,CC,1,Global Studies,GLSD,Faculty of Social Science,社會科學院
WS 1,WS,1,Global Studies,GLSD,Faculty of Social Science,社會科學院
CW 1,CW,1,Global Studies,GLSD,Faculty of Social Science,社會科學院
MC 1,MC,1,Global Studies,GLSD,Faculty of Social Science,社會科學院
UC 2,UC,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
WS 2,WS,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
UC 3,UC,3,Global Studies,GLSD,Faculty of Social Science,社會科學院
YS 2,YS,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
NA 2,NA,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
CW 2,CW,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
CC 2,CC,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
NA 2,NA,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
YS 2,YS,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
CC 4,CC,4,Global Studies,GLSD,Faculty of Social Science,社會科學院
SC 2,SC,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
UC 3,UC,3,Global Studies,GLSD,Faculty of Social Science,社會科學院
WS 2,WS,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
WS 2,WS,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
NA 2,NA,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
CC 2,CC,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
CC 2,CC,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
UC 2,UC,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
SC 2,SC,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
SC 2,SC,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
MC 2,MC,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
SC 2,SC,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
UC 2,UC,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
CC 2,CC,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
CC 2,CC,2,Global Studies,GLSD,Faculty of Social Science,社會科學院
UC 1,UC,1,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
SC 1,SC,1,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
UC 1,UC,1,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
CW 1,CW,1,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
NA 1,NA,1,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
UC 1,UC,1,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
SC 3,SC,3,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
WS 3,WS,3,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
CC 3,CC,3,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
NA 2,NA,2,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
UC 2,UC,2,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
WS 3,WS,3,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
SC 2,SC,2,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
SC 4,SC,4,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
YS 2,YS,2,Government and Public Administration,GPAD,Faculty of Social Science,社會科學院
